condition,subject,session,cycle,trial,test,stimulus,category,response,dangerous,nutricious,correct,cumulative,RT,motivation,competence,communication,complement
1,14,3,1,26,0,00001.jpg,1,1,0,0,1,-200,9139,3,4,2,2
1,14,3,1,27,0,00011.jpg,3,3,1,0,1,-100,8871,3,4,2,2
1,14,3,1,28,0,11001.jpg,2,2,0,1,1,0,61405,3,4,2,2
1,14,3,1,29,0,01010.jpg,1,3,0,0,0,-100,7164,3,4,2,2
1,14,3,1,30,0,11110.jpg,2,4,0,1,0,-200,15541,3,4,2,2
1,14,3,1,31,0,00010.jpg,1,2,0,0,0,-300,46575,3,4,2,2
1,14,3,1,32,0,10001.jpg,1,3,0,0,0,-400,6721,3,4,2,2
1,14,3,2,33,0,10110.jpg,2,2,0,1,1,-300,4636,3,4,2,2
1,14,3,2,34,0,11010.jpg,2,1,0,1,0,-400,27619,3,4,2,2
1,14,3,2,35,0,10111.jpg,4,2,1,1,0,-500,33427,3,4,2,2
1,14,3,2,36,0,00010.jpg,1,1,0,0,1,-400,29343,3,4,2,2
1,14,3,2,37,0,00111.jpg,3,3,1,0,1,-300,13210,3,4,2,2
1,14,3,2,38,0,01010.jpg,1,1,0,0,1,-200,21091,3,4,2,2
1,14,3,2,39,0,11011.jpg,4,3,1,1,0,-300,14791,3,4,2,2
1,14,3,2,40,0,00111.jpg,3,3,1,0,1,-200,23895,3,4,2,2
1,14,3,2,41,0,11101.jpg,2,2,0,1,1,-100,83724,3,4,2,2
1,14,3,2,42,0,10011.jpg,3,4,1,0,0,-200,13303,3,4,2,2
1,14,3,2,43,0,10010.jpg,1,3,0,0,0,-300,10162,3,4,2,2
1,14,3,2,44,0,11100.jpg,2,2,0,1,1,-200,34779,3,4,2,2
1,14,3,2,45,0,11000.jpg,1,1,0,0,1,-100,6196,3,4,2,2
1,14,3,2,46,0,11011.jpg,4,3,1,1,0,-200,14124,3,4,2,2
1,14,3,2,47,0,11101.jpg,2,3,0,1,0,-300,13998,3,4,2,2
1,14,3,2,48,0,10101.jpg,2,2,0,1,1,-200,7751,3,4,2,2
1,14,3,2,49,0,00110.jpg,1,4,0,0,0,-300,56921,3,4,2,2
1,14,3,2,50,0,00100.jpg,1,3,0,0,0,-400,21652,3,4,2,2
1,14,3,2,51,0,00101.jpg,1,1,0,0,1,-300,19546,3,4,2,2
1,14,3,2,52,0,01111.jpg,4,2,1,1,0,-400,18037,3,4,2,2
1,14,3,2,53,0,11010.jpg,2,4,0,1,0,-500,30817,3,4,2,2
1,14,3,2,54,0,10100.jpg,1,3,0,0,0,-600,10073,3,4,2,2
1,14,3,2,55,0,11100.jpg,2,1,0,1,0,-700,4511,3,4,2,2
1,14,3,2,56,0,01010.jpg,1,2,0,0,0,-800,17235,3,4,2,2
1,14,3,2,57,0,01000.jpg,1,1,0,0,1,-700,2849,3,4,2,2
1,14,3,2,58,0,00000.jpg,1,1,0,0,1,-600,3008,3,4,2,2
1,14,3,2,59,0,11000.jpg,1,2,0,0,0,-700,9319,3,4,2,2
1,14,3,2,60,0,11001.jpg,2,1,0,1,0,-800,16475,3,4,2,2
1,14,3,2,61,0,10100.jpg,1,4,0,0,0,-900,10031,3,4,2,2
1,14,3,2,62,0,11001.jpg,2,1,0,1,0,-1000,4904,3,4,2,2
1,14,3,2,63,0,11111.jpg,4,4,1,1,1,-900,19602,3,4,2,2
1,14,3,2,64,0,01100.jpg,2,1,0,1,0,-1000,30078,3,4,2,2
1,14,3,3,65,0,01011.jpg,3,3,1,0,1,-900,5980,3,4,2,2
1,14,3,3,66,0,11111.jpg,4,4,1,1,1,-800,12908,3,4,2,2
1,14,3,3,67,0,00110.jpg,1,3,0,0,0,-900,6312,3,4,2,2
1,14,3,3,68,0,11111.jpg,4,4,1,1,1,-800,9388,3,4,2,2
1,14,3,3,69,0,01110.jpg,2,1,0,1,0,-900,7619,3,4,2,2
1,14,3,3,70,0,01011.jpg,3,1,1,0,0,-1000,16347,3,4,2,2
1,14,3,3,71,0,00110.jpg,1,2,0,0,0,-1100,16972,3,4,2,2
1,14,3,3,72,0,01110.jpg,2,1,0,1,0,-1200,12061,3,4,2,2
1,14,3,3,73,0,00001.jpg,1,3,0,0,0,-1300,13747,3,4,2,2
1,14,3,3,74,0,01000.jpg,1,1,0,0,1,-1200,7973,3,4,2,2
1,14,3,3,75,0,00001.jpg,1,1,0,0,1,-1100,2759,3,4,2,2
1,14,3,3,76,0,10000.jpg,1,2,0,0,0,-1200,4497,3,4,2,2
1,14,3,3,77,0,11101.jpg,2,2,0,1,1,-1100,3246,3,4,2,2
1,14,3,3,78,0,10000.jpg,1,1,0,0,1,-1000,3844,3,4,2,2
1,14,3,3,79,0,01101.jpg,2,2,0,1,1,-900,7770,3,4,2,2
1,14,3,3,80,0,01001.jpg,1,1,0,0,1,-800,8564,3,4,2,2
1,14,3,3,81,0,00101.jpg,1,2,0,0,0,-900,2805,3,4,2,2
1,14,3,3,82,0,00011.jpg,3,1,1,0,0,-1000,9261,3,4,2,2
1,14,3,3,83,0,10010.jpg,1,3,0,0,0,-1100,8996,3,4,2,2
1,14,3,3,84,0,11100.jpg,2,2,0,1,1,-1000,4003,3,4,2,2
1,14,3,3,85,0,00011.jpg,3,3,1,0,1,-900,2796,3,4,2,2
1,14,3,3,86,0,11110.jpg,2,2,0,1,1,-800,7356,3,4,2,2
1,14,3,3,87,0,10101.jpg,2,2,0,1,1,-700,9702,3,4,2,2
1,14,3,3,88,0,01111.jpg,4,3,1,1,0,-800,12522,3,4,2,2
1,14,3,3,89,0,00000.jpg,1,1,0,0,1,-700,6652,3,4,2,2
1,14,3,3,90,0,11000.jpg,1,1,0,0,1,-600,29273,3,4,2,2
1,14,3,3,91,0,10000.jpg,1,1,0,0,1,-500,2641,3,4,2,2
1,14,3,3,92,0,10111.jpg,4,4,1,1,1,-400,5759,3,4,2,2
1,14,3,3,93,0,00100.jpg,1,2,0,0,0,-500,23505,3,4,2,2
1,14,3,3,94,0,01000.jpg,1,1,0,0,1,-400,4587,3,4,2,2
1,14,3,3,95,0,00111.jpg,3,3,1,0,1,-300,5254,3,4,2,2
1,14,3,3,96,0,10111.jpg,4,4,1,1,1,-200,1691,3,4,2,2
1,14,3,0,97,1,10101pt.jpg,2,3,0,1,0,-200,1691,3,4,2,2
1,14,3,0,98,1,01000pt.jpg,1,1,0,0,1,-200,1691,3,4,2,2
1,14,3,0,99,1,11011pt.jpg,4,3,1,1,0,-200,1691,3,4,2,2
1,14,3,0,100,1,00111pt.jpg,3,3,1,0,1,-200,1691,3,4,2,2
1,14,3,0,101,1,00101pt.jpg,1,2,0,0,0,-200,1691,3,4,2,2
1,14,3,0,102,1,11110pt.jpg,2,2,0,1,1,-200,1691,3,4,2,2
1,14,3,0,103,1,01010pt.jpg,1,1,0,0,1,-200,1691,3,4,2,2
1,14,3,0,104,1,11111pt.jpg,4,4,1,1,1,-200,1691,3,4,2,2
1,15,1,1,1,0,11011.jpg,2,4,0,1,0,-100,37491,1.5,2,3,1.5
1,15,1,1,2,0,01010.jpg,2,4,0,1,0,-200,51471,1.5,2,3,1.5
1,15,1,1,3,0,11001.jpg,1,3,0,0,0,-300,101604,1.5,2,3,1.5
1,15,1,1,4,0,11001.jpg,1,1,0,0,1,-200,7723,1.5,2,3,1.5
1,15,1,1,5,0,00101.jpg,1,3,0,0,0,-300,35726,1.5,2,3,1.5
1,15,1,1,6,0,00110.jpg,2,2,0,1,1,-200,7697,1.5,2,3,1.5
1,15,1,1,7,0,10111.jpg,4,2,1,1,0,-300,2117,1.5,2,3,1.5
1,15,1,1,8,0,10001.jpg,1,1,0,0,1,-200,8023,1.5,2,3,1.5
1,15,1,1,9,0,01010.jpg,2,2,0,1,1,-100,12855,1.5,2,3,1.5
1,15,1,1,10,0,01011.jpg,2,2,0,1,1,0,4646,1.5,2,3,1.5
1,15,1,1,11,0,11100.jpg,3,3,1,0,1,100,5884,1.5,2,3,1.5
1,15,1,1,12,0,11111.jpg,4,4,1,1,1,200,7106,1.5,2,3,1.5
1,15,1,1,13,0,01011.jpg,2,2,0,1,1,300,4572,1.5,2,3,1.5
1,15,1,1,14,0,01000.jpg,1,1,0,0,1,400,8783,1.5,2,3,1.5
1,15,1,1,15,0,01100.jpg,1,3,0,0,0,300,4863,1.5,2,3,1.5
1,15,1,1,16,0,00110.jpg,2,4,0,1,0,200,10492,1.5,2,3,1.5
1,15,1,1,17,0,00110.jpg,2,2,0,1,1,300,11561,1.5,2,3,1.5
1,15,1,1,18,0,11110.jpg,4,4,1,1,1,400,7307,1.5,2,3,1.5
1,15,1,1,19,0,11111.jpg,4,4,1,1,1,500,6190,1.5,2,3,1.5
1,15,1,1,20,0,00100.jpg,1,1,0,0,1,600,12526,1.5,2,3,1.5
1,15,1,1,21,0,01110.jpg,2,4,0,1,0,500,4288,1.5,2,3,1.5
1,15,1,1,22,0,01010.jpg,2,2,0,1,1,600,7989,1.5,2,3,1.5
1,15,1,1,23,0,11010.jpg,2,2,0,1,1,700,13215,1.5,2,3,1.5
1,15,1,1,24,0,10001.jpg,1,1,0,0,1,800,9110,1.5,2,3,1.5
1,15,1,1,25,0,00111.jpg,2,1,0,1,0,700,41097,1.5,2,3,1.5
1,15,1,1,26,0,11001.jpg,1,1,0,0,1,800,8933,1.5,2,3,1.5
1,15,1,1,27,0,11100.jpg,3,3,1,0,1,900,7033,1.5,2,3,1.5
1,15,1,1,28,0,11101.jpg,3,3,1,0,1,1000,5680,1.5,2,3,1.5
1,15,1,1,29,0,11110.jpg,4,4,1,1,1,1100,6103,1.5,2,3,1.5
1,15,1,1,30,0,11101.jpg,3,3,1,0,1,1200,3114,1.5,2,3,1.5
1,15,1,1,31,0,00010.jpg,2,2,0,1,1,1300,9151,1.5,2,3,1.5
1,15,1,1,32,0,01100.jpg,1,3,0,0,0,1200,5512,1.5,2,3,1.5
1,15,1,2,33,0,11010.jpg,2,2,0,1,1,1300,5788,1.5,2,3,1.5
1,15,1,2,34,0,11011.jpg,2,2,0,1,1,1400,3724,1.5,2,3,1.5
1,15,1,2,35,0,10000.jpg,1,1,0,0,1,1500,20079,1.5,2,3,1.5
1,15,1,2,36,0,00011.jpg,2,2,0,1,1,1600,13837,1.5,2,3,1.5
1,15,1,2,37,0,00001.jpg,1,1,0,0,1,1700,24691,1.5,2,3,1.5
1,15,1,2,38,0,11011.jpg,2,2,0,1,1,1800,5953,1.5,2,3,1.5
1,15,1,2,39,0,01101.jpg,1,3,0,0,0,1700,37299,1.5,2,3,1.5
1,15,1,2,40,0,00001.jpg,1,1,0,0,1,1800,11495,1.5,2,3,1.5
1,15,1,2,41,0,00000.jpg,1,1,0,0,1,1900,4155,1.5,2,3,1.5
1,15,1,2,42,0,01101.jpg,1,1,0,0,1,2000,15828,1.5,2,3,1.5
1,15,1,2,43,0,10110.jpg,4,4,1,1,1,2100,34973,1.5,2,3,1.5
1,15,1,2,44,0,00011.jpg,2,2,0,1,1,2200,9124,1.5,2,3,1.5
1,15,1,2,45,0,11111.jpg,4,4,1,1,1,2300,10959,1.5,2,3,1.5
1,15,1,2,46,0,00111.jpg,2,4,0,1,0,2200,12098,1.5,2,3,1.5
1,15,1,2,47,0,01011.jpg,2,2,0,1,1,2300,5838,1.5,2,3,1.5
1,15,1,2,48,0,00010.jpg,2,2,0,1,1,2400,7492,1.5,2,3,1.5
1,15,1,2,49,0,10100.jpg,3,3,1,0,1,2500,17063,1.5,2,3,1.5
1,15,1,2,50,0,10110.jpg,4,4,1,1,1,2600,5631,1.5,2,3,1.5
1,15,1,2,51,0,11101.jpg,3,3,1,0,1,2700,13421,1.5,2,3,1.5
1,15,1,2,52,0,10110.jpg,4,4,1,1,1,2800,17308,1.5,2,3,1.5
1,15,1,2,53,0,11110.jpg,4,4,1,1,1,2900,18512,1.5,2,3,1.5
1,15,1,2,54,0,01111.jpg,2,2,0,1,1,3000,8346,1.5,2,3,1.5
1,15,1,2,55,0,01101.jpg,1,1,0,0,1,3100,12869,1.5,2,3,1.5
1,15,1,2,56,0,01000.jpg,1,1,0,0,1,3200,12986,1.5,2,3,1.5
1,15,1,2,57,0,01000.jpg,1,1,0,0,1,3300,4436,1.5,2,3,1.5
1,15,1,2,58,0,01111.jpg,2,2,0,1,1,3400,10890,1.5,2,3,1.5
1,15,1,2,59,0,10001.jpg,1,1,0,0,1,3500,17559,1.5,2,3,1.5
1,15,1,2,60,0,10010.jpg,2,2,0,1,1,3600,6626,1.5,2,3,1.5
1,15,1,2,61,0,10011.jpg,2,2,0,1,1,3700,3049,1.5,2,3,1.5
1,15,1,2,62,0,00000.jpg,1,1,0,0,1,3800,6640,1.5,2,3,1.5
1,15,1,2,63,0,10100.jpg,3,3,1,0,1,3900,3606,1.5,2,3,1.5
1,15,1,2,64,0,10111.jpg,4,4,1,1,1,4000,5183,1.5,2,3,1.5
1,15,1,3,65,0,10101.jpg,3,3,1,0,1,4100,7350,1.5,2,3,1.5
1,15,1,3,66,0,01100.jpg,1,1,0,0,1,4200,6473,1.5,2,3,1.5
1,15,1,3,67,0,00001.jpg,1,1,0,0,1,4300,3296,1.5,2,3,1.5
1,15,1,3,68,0,01001.jpg,1,1,0,0,1,4400,2996,1.5,2,3,1.5
1,15,1,3,69,0,10011.jpg,2,2,0,1,1,4500,3581,1.5,2,3,1.5
1,15,1,3,70,0,00011.jpg,2,2,0,1,1,4600,2655,1.5,2,3,1.5
1,15,1,3,71,0,10100.jpg,3,3,1,0,1,4700,4100,1.5,2,3,1.5
1,15,1,3,72,0,11100.jpg,3,3,1,0,1,4800,2842,1.5,2,3,1.5
1,15,1,3,73,0,01110.jpg,2,2,0,1,1,4900,4098,1.5,2,3,1.5
1,15,1,3,74,0,00100.jpg,1,1,0,0,1,5000,4174,1.5,2,3,1.5
1,15,1,3,75,0,10101.jpg,3,3,1,0,1,5100,6080,1.5,2,3,1.5
1,15,1,3,76,0,10000.jpg,1,1,0,0,1,5200,4246,1.5,2,3,1.5
1,15,1,3,77,0,00101.jpg,1,1,0,0,1,5300,2219,1.5,2,3,1.5
1,15,1,3,78,0,00101.jpg,1,1,0,0,1,5400,2011,1.5,2,3,1.5
1,15,1,3,79,0,10010.jpg,2,2,0,1,1,5500,3523,1.5,2,3,1.5
1,15,1,3,80,0,01001.jpg,1,1,0,0,1,5600,3879,1.5,2,3,1.5
1,15,1,3,81,0,00010.jpg,2,2,0,1,1,5700,3172,1.5,2,3,1.5
1,15,1,3,82,0,11000.jpg,1,1,0,0,1,5800,4837,1.5,2,3,1.5
1,15,1,3,83,0,11000.jpg,1,1,0,0,1,5900,6156,1.5,2,3,1.5
1,15,1,3,84,0,10011.jpg,2,2,0,1,1,6000,2950,1.5,2,3,1.5
1,15,1,3,85,0,00111.jpg,2,2,0,1,1,6100,4618,1.5,2,3,1.5
1,15,1,3,86,0,00000.jpg,1,1,0,0,1,6200,4225,1.5,2,3,1.5
1,15,1,3,87,0,00100.jpg,1,1,0,0,1,6300,1625,1.5,2,3,1.5
1,15,1,3,88,0,01001.jpg,1,1,0,0,1,6400,1593,1.5,2,3,1.5
1,15,1,3,89,0,01111.jpg,2,2,0,1,1,6500,3306,1.5,2,3,1.5
1,15,1,3,90,0,11010.jpg,2,2,0,1,1,6600,2614,1.5,2,3,1.5
1,15,1,3,91,0,10111.jpg,4,4,1,1,1,6700,6701,1.5,2,3,1.5
1,15,1,3,92,0,10010.jpg,2,2,0,1,1,6800,3193,1.5,2,3,1.5
1,15,1,3,93,0,10000.jpg,1,1,0,0,1,6900,2273,1.5,2,3,1.5
1,15,1,3,94,0,11000.jpg,1,1,0,0,1,7000,3728,1.5,2,3,1.5
1,15,1,3,95,0,10101.jpg,3,3,1,0,1,7100,4700,1.5,2,3,1.5
1,15,1,3,96,0,01110.jpg,2,2,0,1,1,7200,3513,1.5,2,3,1.5
1,15,1,0,97,1,11110pt.jpg,4,3,1,1,0,7200,13992,1.5,2,3,1.5
1,15,1,0,98,1,11111pt.jpg,4,4,1,1,1,7200,23038,1.5,2,3,1.5
1,15,1,0,99,1,01010pt.jpg,2,2,0,1,1,7200,17851,1.5,2,3,1.5
1,15,1,0,100,1,00111pt.jpg,2,2,0,1,1,7200,33511,1.5,2,3,1.5
1,15,1,0,101,1,01000pt.jpg,1,1,0,0,1,7200,7457,1.5,2,3,1.5
1,15,1,0,102,1,10101pt.jpg,3,3,1,0,1,7200,7596,1.5,2,3,1.5
1,15,1,0,103,1,00101pt.jpg,1,1,0,0,1,7200,11321,1.5,2,3,1.5
1,15,1,0,104,1,11011pt.jpg,2,2,0,1,1,7200,13948,1.5,2,3,1.5
1,15,2,1,1,0,01111.jpg,4,1,1,1,0,-100,32969,1.5,2,3,1.5
1,15,2,1,2,0,00111.jpg,3,4,1,0,0,-200,8499,1.5,2,3,1.5
1,15,2,1,3,0,00011.jpg,3,1,1,0,0,-300,22301,1.5,2,3,1.5
1,15,2,1,4,0,10011.jpg,3,3,1,0,1,-200,16570,1.5,2,3,1.5
1,15,2,1,5,0,01101.jpg,2,4,0,1,0,-300,23060,1.5,2,3,1.5
1,15,2,1,6,0,01111.jpg,4,4,1,1,1,-200,14737,1.5,2,3,1.5
1,15,2,1,7,0,10111.jpg,4,3,1,1,0,-300,18578,1.5,2,3,1.5
1,15,2,1,8,0,11011.jpg,4,2,1,1,0,-400,31218,1.5,2,3,1.5
1,15,2,1,9,0,10100.jpg,2,1,0,1,0,-500,52440,1.5,2,3,1.5
1,15,2,1,10,0,01010.jpg,3,4,1,0,0,-600,65870,1.5,2,3,1.5
1,15,2,1,11,0,00110.jpg,3,4,1,0,0,-700,49283,1.5,2,3,1.5
1,15,2,1,12,0,01011.jpg,3,4,1,0,0,-800,23208,1.5,2,3,1.5
1,15,2,1,13,0,11110.jpg,4,4,1,1,1,-700,53062,1.5,2,3,1.5
1,15,2,1,14,0,10110.jpg,4,4,1,1,1,-600,17746,1.5,2,3,1.5
1,15,2,1,15,0,10111.jpg,4,4,1,1,1,-500,2956,1.5,2,3,1.5
1,15,2,1,16,0,01000.jpg,1,1,0,0,1,-400,9845,1.5,2,3,1.5
1,15,2,1,17,0,10101.jpg,2,2,0,1,1,-300,19251,1.5,2,3,1.5
1,15,2,1,18,0,11001.jpg,2,2,0,1,1,-200,3898,1.5,2,3,1.5
1,15,2,1,19,0,00110.jpg,3,3,1,0,1,-100,14151,1.5,2,3,1.5
1,15,2,1,20,0,11010.jpg,4,4,1,1,1,0,9355,1.5,2,3,1.5
1,15,2,1,21,0,11011.jpg,4,4,1,1,1,100,3178,1.5,2,3,1.5
1,15,2,1,22,0,11100.jpg,2,2,0,1,1,200,6627,1.5,2,3,1.5
1,15,2,1,23,0,10011.jpg,3,4,1,0,0,100,5329,1.5,2,3,1.5
1,15,2,1,24,0,11111.jpg,4,4,1,1,1,200,18252,1.5,2,3,1.5
1,15,2,1,25,0,00110.jpg,3,3,1,0,1,300,11322,1.5,2,3,1.5
1,15,2,1,26,0,11001.jpg,2,2,0,1,1,400,10950,1.5,2,3,1.5
1,15,2,1,27,0,01000.jpg,1,1,0,0,1,500,15824,1.5,2,3,1.5
1,15,2,1,28,0,10011.jpg,3,3,1,0,1,600,20375,1.5,2,3,1.5
1,15,2,1,29,0,01111.jpg,4,3,1,1,0,500,9393,1.5,2,3,1.5
1,15,2,1,30,0,11110.jpg,4,4,1,1,1,600,9849,1.5,2,3,1.5
1,15,2,1,31,0,00100.jpg,1,1,0,0,1,700,9622,1.5,2,3,1.5
1,15,2,1,32,0,10111.jpg,4,4,1,1,1,800,32413,1.5,2,3,1.5
1,15,2,2,33,0,00010.jpg,3,3,1,0,1,900,6308,1.5,2,3,1.5
1,15,2,2,34,0,01110.jpg,4,4,1,1,1,1000,10113,1.5,2,3,1.5
1,15,2,2,35,0,01011.jpg,3,3,1,0,1,1100,5211,1.5,2,3,1.5
1,15,2,2,36,0,10010.jpg,3,3,1,0,1,1200,17940,1.5,2,3,1.5
1,15,2,2,37,0,00101.jpg,1,1,0,0,1,1300,19447,1.5,2,3,1.5
1,15,2,2,38,0,10010.jpg,3,3,1,0,1,1400,3757,1.5,2,3,1.5
1,15,2,2,39,0,01100.jpg,2,2,0,1,1,1500,9711,1.5,2,3,1.5
1,15,2,2,40,0,01100.jpg,2,2,0,1,1,1600,3237,1.5,2,3,1.5
1,15,2,2,41,0,01001.jpg,1,1,0,0,1,1700,7339,1.5,2,3,1.5
1,15,2,2,42,0,10000.jpg,1,1,0,0,1,1800,10749,1.5,2,3,1.5
1,15,2,2,43,0,10110.jpg,4,4,1,1,1,1900,4536,1.5,2,3,1.5
1,15,2,2,44,0,00100.jpg,1,1,0,0,1,2000,4210,1.5,2,3,1.5
1,15,2,2,45,0,01011.jpg,3,3,1,0,1,2100,5146,1.5,2,3,1.5
1,15,2,2,46,0,11010.jpg,4,3,1,1,0,2000,33428,1.5,2,3,1.5
1,15,2,2,47,0,10001.jpg,1,1,0,0,1,2100,6563,1.5,2,3,1.5
1,15,2,2,48,0,00111.jpg,3,3,1,0,1,2200,5541,1.5,2,3,1.5
1,15,2,2,49,0,00001.jpg,1,1,0,0,1,2300,4368,1.5,2,3,1.5
1,15,2,2,50,0,00001.jpg,1,1,0,0,1,2400,2673,1.5,2,3,1.5
1,15,2,2,51,0,10101.jpg,2,2,0,1,1,2500,8407,1.5,2,3,1.5
1,15,2,2,52,0,01010.jpg,3,3,1,0,1,2600,3223,1.5,2,3,1.5
1,15,2,2,53,0,00011.jpg,3,3,1,0,1,2700,4464,1.5,2,3,1.5
1,15,2,2,54,0,11000.jpg,2,2,0,1,1,2800,9615,1.5,2,3,1.5
1,15,2,2,55,0,10000.jpg,1,1,0,0,1,2900,3206,1.5,2,3,1.5
1,15,2,2,56,0,01110.jpg,4,4,1,1,1,3000,4101,1.5,2,3,1.5
1,15,2,2,57,0,01101.jpg,2,2,0,1,1,3100,4577,1.5,2,3,1.5
1,15,2,2,58,0,00101.jpg,1,1,0,0,1,3200,5931,1.5,2,3,1.5
1,15,2,2,59,0,11101.jpg,2,2,0,1,1,3300,3405,1.5,2,3,1.5
1,15,2,2,60,0,11001.jpg,2,2,0,1,1,3400,2526,1.5,2,3,1.5
1,15,2,2,61,0,10101.jpg,2,2,0,1,1,3500,2952,1.5,2,3,1.5
1,15,2,2,62,0,00001.jpg,1,1,0,0,1,3600,6427,1.5,2,3,1.5
1,15,2,2,63,0,01110.jpg,4,4,1,1,1,3700,4074,1.5,2,3,1.5
1,15,2,2,64,0,11011.jpg,4,4,1,1,1,3800,2871,1.5,2,3,1.5
1,15,2,3,65,0,01101.jpg,2,2,0,1,1,3900,3955,1.5,2,3,1.5
1,15,2,3,66,0,10100.jpg,2,2,0,1,1,4000,3110,1.5,2,3,1.5
1,15,2,3,67,0,01010.jpg,3,3,1,0,1,4100,3602,1.5,2,3,1.5
1,15,2,3,68,0,10001.jpg,1,1,0,0,1,4200,5803,1.5,2,3,1.5
1,15,2,3,69,0,00000.jpg,1,1,0,0,1,4300,4476,1.5,2,3,1.5
1,15,2,3,70,0,11110.jpg,4,4,1,1,1,4400,2344,1.5,2,3,1.5
1,15,2,3,71,0,11100.jpg,2,2,0,1,1,4500,2787,1.5,2,3,1.5
1,15,2,3,72,0,00111.jpg,3,3,1,0,1,4600,7955,1.5,2,3,1.5
1,15,2,3,73,0,00100.jpg,1,1,0,0,1,4700,6605,1.5,2,3,1.5
1,15,2,3,74,0,11000.jpg,2,2,0,1,1,4800,3110,1.5,2,3,1.5
1,15,2,3,75,0,11101.jpg,2,2,0,1,1,4900,1860,1.5,2,3,1.5
1,15,2,3,76,0,11000.jpg,2,2,0,1,1,5000,4040,1.5,2,3,1.5
1,15,2,3,77,0,11101.jpg,2,2,0,1,1,5100,1999,1.5,2,3,1.5
1,15,2,3,78,0,10000.jpg,1,1,0,0,1,5200,2967,1.5,2,3,1.5
1,15,2,3,79,0,00011.jpg,3,3,1,0,1,5300,2929,1.5,2,3,1.5
1,15,2,3,80,0,00000.jpg,1,1,0,0,1,5400,4349,1.5,2,3,1.5
1,15,2,3,81,0,10001.jpg,1,1,0,0,1,5500,3352,1.5,2,3,1.5
1,15,2,3,82,0,10010.jpg,3,3,1,0,1,5600,3451,1.5,2,3,1.5
1,15,2,3,83,0,10110.jpg,4,4,1,1,1,5700,3875,1.5,2,3,1.5
1,15,2,3,84,0,00000.jpg,1,1,0,0,1,5800,2500,1.5,2,3,1.5
1,15,2,3,85,0,00010.jpg,3,3,1,0,1,5900,6401,1.5,2,3,1.5
1,15,2,3,86,0,00101.jpg,1,1,0,0,1,6000,2738,1.5,2,3,1.5
1,15,2,3,87,0,11111.jpg,4,4,1,1,1,6100,3845,1.5,2,3,1.5
1,15,2,3,88,0,01001.jpg,1,1,0,0,1,6200,4594,1.5,2,3,1.5
1,15,2,3,89,0,01001.jpg,1,1,0,0,1,6300,4331,1.5,2,3,1.5
1,15,2,3,90,0,11100.jpg,2,2,0,1,1,6400,4207,1.5,2,3,1.5
1,15,2,3,91,0,01000.jpg,1,1,0,0,1,6500,4126,1.5,2,3,1.5
1,15,2,3,92,0,10100.jpg,2,2,0,1,1,6600,4611,1.5,2,3,1.5
1,15,2,3,93,0,11111.jpg,4,4,1,1,1,6700,2290,1.5,2,3,1.5
1,15,2,3,94,0,00010.jpg,3,3,1,0,1,6800,4118,1.5,2,3,1.5
1,15,2,3,95,0,11010.jpg,4,4,1,1,1,6900,3427,1.5,2,3,1.5
1,15,2,3,96,0,01100.jpg,2,2,0,1,1,7000,2849,1.5,2,3,1.5
1,15,2,0,97,1,00101pt.jpg,1,1,0,0,1,7000,2849,1.5,2,3,1.5
1,15,2,0,98,1,01000pt.jpg,1,1,0,0,1,7000,2849,1.5,2,3,1.5
1,15,2,0,99,1,11011pt.jpg,4,4,1,1,1,7000,2849,1.5,2,3,1.5
1,15,2,0,100,1,10101pt.jpg,2,2,0,1,1,7000,2849,1.5,2,3,1.5
1,15,2,0,101,1,01010pt.jpg,3,3,1,0,1,7000,2849,1.5,2,3,1.5
1,15,2,0,102,1,11111pt.jpg,4,4,1,1,1,7000,2849,1.5,2,3,1.5
1,15,2,0,103,1,11110pt.jpg,4,4,1,1,1,7000,2849,1.5,2,3,1.5
1,15,2,0,104,1,00111pt.jpg,3,3,1,0,1,7000,2849,1.5,2,3,1.5
1,15,3,1,1,0,11101.jpg,2,1,0,1,0,-100,24738,1.5,2,3,1.5
1,15,3,1,2,0,01001.jpg,1,1,0,0,1,0,17485,1.5,2,3,1.5
1,15,3,1,3,0,10000.jpg,1,1,0,0,1,100,78433,1.5,2,3,1.5
1,15,3,1,4,0,10100.jpg,1,2,0,0,0,0,12353,1.5,2,3,1.5
1,15,3,1,5,0,11001.jpg,2,2,0,1,1,100,14971,1.5,2,3,1.5
1,15,3,1,6,0,01101.jpg,2,2,0,1,1,200,28500,1.5,2,3,1.5
1,15,3,1,7,0,10100.jpg,1,2,0,0,0,100,9584,1.5,2,3,1.5
1,15,3,1,8,0,11001.jpg,2,1,0,1,0,0,35904,1.5,2,3,1.5
1,15,3,1,9,0,01000.jpg,1,1,0,0,1,100,11868,1.5,2,3,1.5
1,15,3,1,10,0,11101.jpg,2,2,0,1,1,200,3890,1.5,2,3,1.5
1,15,3,1,11,0,01111.jpg,4,3,1,1,0,100,6799,1.5,2,3,1.5
1,15,3,1,12,0,00110.jpg,1,3,0,0,0,0,5405,1.5,2,3,1.5
1,15,3,1,13,0,11000.jpg,1,2,0,0,0,-100,31140,1.5,2,3,1.5
1,15,3,1,14,0,10011.jpg,3,1,1,0,0,-200,14102,1.5,2,3,1.5
1,15,3,1,15,0,11010.jpg,2,3,0,1,0,-300,21627,1.5,2,3,1.5
